#Day 1
1,00:00,15.0,82.5,7.8,22.7,65.2,10.4,0.11
1,00:15,14.9,80.8,7.6,22.7,65.0,5.8,0.06
1,00:30,14.6,83.3,7.5,22.4,66.9,5.8,0.05
1,00:45,13.9,85.2,4.9,22.3,67.4,10.4,0.10
1,01:00,14.0,84.4,4.9,22.2,68.7,5.9,0.07
1,01:15,13.5,86.3,5.5,22.0,67.7,9.7,0.09
1,01:30,13.4,85.4,5.8,21.8,68.4,7.8,0.10
1,01:45,13.2,86.3,7.0,21.7,69.1,5.2,0.07
1,02:00,13.4,85.2,5.5,21.7,68.4,6.4,0.07
1,02:15,13.0,87.8,5.3,21.6,70.9,8.0,0.07
1,02:30,13.2,86.1,6.1,21.4,68.3,5.5,0.06
1,02:45,13.0,88.1,6.5,21.3,70.9,5.9,0.06
1,03:00,13.3,87.5,6.3,21.2,69.4,6.1,0.08
1,03:15,13.0,88.7,5.7,21.1,71.3,10.7,0.09
1,03:30,12.8,87.6,7.3,21.1,68.6,8.2,0.07
1,03:45,13.2,87.8,6.1,21.1,68.5,10.4,0.09
1,04:00,13.2,86.5,6.3,21.0,68.0,9.7,0.11
1,04:15,13.1,87.0,4.8,21.0,68.2,10.9,0.11
1,04:30,13.6,84.4,8.0,21.0,68.1,6.4,0.10
1,04:45,13.9,85.6,5.2,20.9,67.5,5.2,0.07
1,05:00,13.9,83.2,7.1,20.9,65.6,6.7,0.09
1,05:15,14.1,83.1,5.8,20.9,68.3,6.1,0.07
1,05:30,14.5,82.7,4.2,20.9,66.5,9.9,0.06
1,05:45,14.4,80.9,6.4,20.9,65.9,10.0,0.07
1,06:00,15.0,82.1,5.9,21.0,65.1,5.5,0.23
1,06:15,15.7,79.1,4.7,21.1,64.3,9.1,0.30
1,06:30,15.5,79.0,6.1,21.0,65.3,9.8,0.38
1,06:45,16.0,78.9,4.7,21.1,65.5,6.5,0.42
1,07:00,16.3,76.6,4.4,21.3,62.2,41.8,0.34
1,07:15,16.8,74.8,5.0,21.3,62.4,6.1,0.32
1,07:30,17.1,75.7,6.5,21.4,63.2,8.1,0.30
1,07:45,18.0,74.4,7.1,21.5,61.1,6.0,0.27
1,08:00,18.4,71.6,7.3,21.5,59.5,9.9,0.22
1,08:15,18.8,71.1,6.8,21.6,60.2,10.9,0.17
1,08:30,18.9,69.1,6.6,21.7,59.4,8.4,0.15
1,08:45,19.8,68.3,5.9,21.7,58.2,7.5,0.10
1,09:00,19.8,68.4,6.1,21.8,58.7,6.0,0.14
1,09:15,20.5,66.8,5.3,21.8,57.8,6.9,0.12
1,09:30,21.1,66.0,5.1,21.9,56.4,7.4,0.11
1,09:45,21.5,63.1,7.5,21.9,53.6,10.2,0.10
1,10:00,21.9,60.9,6.0,22.0,53.9,10.7,0.09
1,10:15,22.3,61.1,6.1,22.0,53.5,5.4,0.12
1,10:30,22.9,59.2,5.5,22.1,52.6,7.0,0.12
1,10:45,22.9,57.5,6.5,22.2,52.5,7.6,0.10
1,11:00,23.5,57.1,5.7,22.3,51.2,6.1,0.13
1,11:15,23.9,56.0,4.1,22.5,49.7,6.1,0.11
1,11:30,24.5,55.0,5.2,22.5,49.1,5.9,0.11
1,11:45,24.6,55.0,5.6,22.5,50.4,8.3,0.12
1,12:00,25.0,52.0,5.3,22.6,48.3,22.3,0.11
1,12:15,25.5,50.9,5.2,22.6,46.0,6.5,0.12
1,12:30,25.8,50.7,5.0,22.7,46.4,8.0,0.09
1,12:45,25.9,52.1,7.6,22.8,49.7,8.3,0.10
1,13:00,25.9,50.3,4.9,23.0,47.2,5.7,0.13
1,13:15,26.3,48.4,6.2,23.0,45.9,10.0,0.09
1,13:30,26.3,48.6,8.0,23.1,45.4,9.8,0.13
1,13:45,26.4,46.9,6.9,23.2,44.2,10.6,0.12
1,14:00,26.5,46.7,7.8,23.2,46.5,8.5,0.09
1,14:15,26.7,48.2,5.6,23.4,45.2,6.9,0.14
1,14:30,27.0,48.1,5.9,23.4,45.0,5.8,0.15
1,14:45,26.8,46.1,4.5,23.4,44.9,10.3,0.11
1,15:00,26.9,48.4,4.7,23.5,45.1,9.8,0.15
1,15:15,26.7,46.9,7.9,23.5,45.2,10.6,0.15
1,15:30,26.9,47.5,5.2,23.6,46.6,8.9,0.19
1,15:45,27.1,46.3,4.0,23.5,44.5,10.1,0.17
1,16:00,26.6,48.8,7.7,23.6,47.0,6.2,0.26
1,16:15,26.5,49.4,5.0,23.7,45.8,7.3,0.25
1,16:30,26.7,48.4,6.8,23.7,46.6,10.4,0.30
1,16:45,26.4,49.3,6.5,23.7,46.0,9.8,0.37
1,17:00,25.9,51.4,4.4,23.6,48.3,5.9,0.42
1,17:15,26.0,50.6,5.2,23.7,46.4,5.1,0.46
1,17:30,25.6,52.2,5.6,23.7,49.6,5.2,0.51
1,17:45,25.5,52.5,6.9,23.6,48.2,5.2,0.49
1,18:00,24.9,53.7,5.5,23.6,49.0,10.7,0.43
1,18:15,24.7,55.3,4.4,23.5,50.6,5.1,0.39
1,18:30,24.2,55.5,6.9,23.5,50.7,10.0,0.35
1,18:45,23.9,55.2,6.8,23.5,49.5,7.2,0.32
1,19:00,23.3,56.5,7.5,23.5,51.2,44.2,0.30
1,19:15,23.0,57.4,6.6,23.4,50.7,6.1,0.26
1,19:30,23.0,58.3,6.1,23.3,53.3,6.4,0.19
1,19:45,22.5,61.3,6.4,23.4,52.8,11.0,0.14
1,20:00,21.8,61.5,8.0,23.3,55.1,8.6,0.09
1,20:15,21.4,64.4,7.3,23.3,54.5,5.4,0.10
1,20:30,20.9,65.1,8.0,23.1,54.8,7.5,0.11
1,20:45,20.7,66.9,6.0,23.0,57.8,9.9,0.14
1,21:00,20.0,68.2,7.4,23.0,58.7,8.6,0.14
1,21:15,19.8,70.1,5.0,22.8,60.4,10.8,0.14
1,21:30,18.9,69.0,4.5,22.8,58.3,5.3,0.13
1,21:45,18.5,70.0,5.4,22.7,59.0,9.5,0.09
1,22:00,18.2,71.8,6.4,22.7,60.5,7.9,0.12
1,22:15,18.0,74.5,7.4,22.6,60.8,7.4,0.14
1,22:30,17.5,74.0,7.0,22.6,60.5,8.2,0.11
1,22:45,16.8,76.4,4.9,22.6,63.5,9.7,0.12
1,23:00,16.2,76.5,6.6,22.4,64.4,9.9,0.12
1,23:15,16.1,77.3,5.1,22.4,62.8,9.4,0.10
1,23:30,15.8,80.7,5.0,22.4,65.3,10.7,0.10
1,23:45,15.3,79.5,5.3,22.3,65.4,8.8,0.14
2,00:00,15.0,82.5,5.5,20.9,68.1,9.8,0.12
2,00:15,14.9,80.8,8.1,20.7,68.8,10.7,0.16
2,00:30,14.6,83.3,6.2,20.6,69.2,9.3,0.16
2,00:45,13.9,85.2,7.7,20.4,71.0,9.1,0.16
2,01:00,14.0,84.4,7.1,20.2,72.0,13.2,0.13
2,01:15,13.5,86.3,5.0,20.0,71.6,11.3,0.13
2,01:30,13.4,85.4,7.5,20.0,70.5,13.3,0.15
2,01:45,13.2,86.3,6.2,19.8,72.8,13.9,0.13
2,02:00,13.4,85.2,6.9,19.7,71.8,10.6,0.15
2,02:15,13.0,87.8,5.7,19.6,72.0,11.5,0.14
2,02:30,13.2,86.1,6.1,19.7,72.9,14.8,0.12
2,02:45,13.0,88.1,8.2,19.6,73.2,10.1,0.16
2,03:00,13.3,87.5,5.5,19.7,73.3,12.7,0.12
2,03:15,13.0,88.7,5.4,19.6,72.5,12.5,0.16
2,03:30,12.8,87.6,8.7,19.4,71.1,14.2,0.13
2,03:45,13.2,87.8,5.5,19.4,71.7,14.1,0.16
2,04:00,13.2,86.5,8.6,19.3,71.8,11.2,0.13
2,04:15,13.1,87.0,5.4,19.2,72.1,12.4,0.13
2,04:30,13.6,84.4,8.8,19.1,70.8,13.8,0.12
2,04:45,13.9,85.6,7.0,19.1,71.6,14.8,0.13
2,05:00,13.9,83.2,7.0,19.2,69.8,14.1,0.14
2,05:15,14.1,83.1,7.2,19.2,70.5,10.4,0.11
2,05:30,14.5,82.7,5.5,19.1,69.3,10.8,0.16
2,05:45,14.4,80.9,5.6,19.2,68.3,10.2,0.15
2,06:00,15.0,82.1,7.2,19.2,69.6,14.6,0.42
2,06:15,15.7,79.1,7.7,19.2,66.0,13.3,0.47
2,06:30,15.5,79.0,8.7,19.2,68.2,34.2,0.64
2,06:45,16.0,78.9,7.1,19.3,68.6,14.5,0.69
2,07:00,16.3,76.6,6.7,19.3,66.3,10.2,0.63
2,07:15,16.8,74.8,7.9,19.5,64.6,13.3,0.57
2,07:30,17.1,75.7,5.7,19.5,66.3,10.6,0.49
2,07:45,18.0,74.4,8.3,19.5,63.6,9.0,0.42
2,08:00,18.4,71.6,8.1,19.6,62.9,14.0,0.38
2,08:15,18.8,71.1,6.9,19.6,62.5,14.9,0.27
2,08:30,18.9,69.1,5.9,19.6,60.0,13.1,0.26
2,08:45,19.8,68.3,6.5,19.6,62.4,9.3,0.21
2,09:00,19.8,68.4,6.2,19.7,62.3,11.1,0.19
2,09:15,20.5,66.8,5.6,19.9,59.4,14.3,0.21
2,09:30,21.1,66.0,6.5,20.1,59.7,9.0,0.22
2,09:45,21.5,63.1,7.4,20.2,59.1,13.9,0.20
2,10:00,21.9,60.9,7.1,20.2,56.3,12.6,0.20
2,10:15,22.3,61.1,7.7,20.3,56.9,11.1,0.21
2,10:30,22.9,59.2,7.6,20.5,54.8,13.4,0.21
2,10:45,22.9,57.5,7.4,20.6,54.1,12.3,0.18
2,11:00,23.5,57.1,8.1,20.7,54.4,12.0,0.21
2,11:15,23.9,56.0,5.2,20.8,52.5,10.3,0.20
2,11:30,24.5,55.0,5.9,21.0,52.1,10.0,0.23
2,11:45,24.6,55.0,6.9,21.1,53.5,14.5,0.22
2,12:00,25.0,52.0,8.0,21.2,51.9,10.3,0.21
2,12:15,25.5,50.9,6.5,21.2,50.1,12.5,0.19
2,12:30,25.8,50.7,8.4,21.3,49.3,47.2,0.22
2,12:45,25.9,52.1,8.4,21.4,50.1,11.3,0.23
2,13:00,25.9,50.3,8.1,21.5,50.4,10.6,0.22
2,13:15,26.3,48.4,8.4,21.5,48.7,14.5,0.23
2,13:30,26.3,48.6,8.9,21.7,49.5,14.3,0.21
2,13:45,26.4,46.9,6.4,21.8,49.6,13.6,0.18
2,14:00,26.5,46.7,6.2,21.8,49.2,11.2,0.23
2,14:15,26.7,48.2,7.8,22.0,48.5,12.7,0.21
2,14:30,27.0,48.1,8.7,22.0,48.8,12.0,0.23
2,14:45,26.8,46.1,5.6,22.0,48.3,14.0,0.19
2,15:00,26.9,48.4,7.6,22.0,48.4,10.6,0.27
2,15:15,26.7,46.9,5.6,22.1,47.0,14.7,0.26
2,15:30,26.9,47.5,7.8,22.1,49.9,13.6,0.34
2,15:45,27.1,46.3,6.3,22.2,47.4,9.0,0.36
2,16:00,26.6,48.8,6.7,22.3,49.1,12.2,0.43
2,16:15,26.5,49.4,6.6,22.4,49.7,13.4,0.50
2,16:30,26.7,48.4,5.5,22.5,50.1,11.0,0.58
2,16:45,26.4,49.3,8.7,22.5,49.4,9.2,0.66
2,17:00,25.9,51.4,6.5,22.6,50.5,11.8,0.72
2,17:15,26.0,50.6,5.8,22.5,50.0,13.7,0.76
2,17:30,25.6,52.2,8.3,22.6,51.1,12.2,0.82
2,17:45,25.5,52.5,7.7,22.4,52.6,11.4,0.84
2,18:00,24.9,53.7,7.4,22.3,51.7,10.8,0.75
2,18:15,24.7,55.3,5.3,22.3,52.7,9.8,0.68
2,18:30,24.2,55.5,8.6,22.3,53.9,13.4,0.61
2,18:45,23.9,55.2,7.1,22.4,54.4,10.8,0.56
2,19:00,23.3,56.5,7.0,22.3,52.4,11.5,0.48
2,19:15,23.0,57.4,7.1,22.2,53.2,11.0,0.43
2,19:30,23.0,58.3,7.5,22.1,54.4,25.4,0.33
2,19:45,22.5,61.3,6.2,22.0,56.0,14.8,0.29
2,20:00,21.8,61.5,6.1,22.0,57.0,11.3,0.22
2,20:15,21.4,64.4,7.5,22.0,59.8,13.9,0.23
2,20:30,20.9,65.1,6.5,21.9,59.5,10.8,0.20
2,20:45,20.7,66.9,7.7,21.7,58.7,11.1,0.23
2,21:00,20.0,68.2,5.6,21.6,60.1,13.0,0.24
2,21:15,19.8,70.1,7.6,21.5,62.9,10.8,0.23
2,21:30,18.9,69.0,7.9,21.4,61.7,12.9,0.23
2,21:45,18.5,70.0,7.0,21.2,61.0,9.5,0.19
2,22:00,18.2,71.8,7.1,21.2,63.8,10.9,0.22
2,22:15,18.0,74.5,8.5,21.0,64.8,11.9,0.23
2,22:30,17.5,74.0,8.4,21.0,63.6,13.4,0.22
2,22:45,16.8,76.4,5.8,20.8,67.2,10.6,0.20
2,23:00,16.2,76.5,6.2,20.7,66.7,11.8,0.20
2,23:15,16.1,77.3,8.3,20.5,67.3,14.7,0.23
2,23:30,15.8,80.7,7.1,20.4,68.2,13.4,0.19
2,23:45,15.3,79.5,5.5,20.2,67.6,13.1,0.20
3,00:00,15.0,82.5,5.9,22.4,61.8,6.3,0.12
3,00:15,14.9,80.8,6.2,22.2,62.8,3.7,0.13
3,00:30,14.6,83.3,4.9,22.1,61.6,3.8,0.13
3,00:45,13.9,85.2,7.1,22.0,63.7,7.3,0.10
3,01:00,14.0,84.4,6.8,21.9,63.8,5.1,0.11
3,01:15,13.5,86.3,4.0,21.7,65.8,4.8,0.12
3,01:30,13.4,85.4,6.9,21.6,64.5,5.1,0.10
3,01:45,13.2,86.3,5.4,21.6,66.0,6.7,0.10
3,02:00,13.4,85.2,7.4,21.5,64.7,2.8,0.14
3,02:15,13.0,87.8,6.4,21.4,66.2,5.5,0.10
3,02:30,13.2,86.1,7.4,21.3,65.1,5.1,0.10
3,02:45,13.0,88.1,6.4,21.1,65.9,2.4,0.11
3,03:00,13.3,87.5,5.8,21.0,66.0,4.5,0.12
3,03:15,13.0,88.7,4.5,20.9,65.8,6.8,0.11
3,03:30,12.8,87.6,6.3,20.9,65.9,2.6,0.11
3,03:45,13.2,87.8,7.0,20.9,65.1,4.8,0.14
3,04:00,13.2,86.5,6.4,21.0,64.4,5.9,0.11
3,04:15,13.1,87.0,6.3,20.9,65.9,4.6,0.12
3,04:30,13.6,84.4,6.7,20.8,65.0,6.6,0.12
3,04:45,13.9,85.6,6.0,20.9,64.5,6.1,0.09
3,05:00,13.9,83.2,7.2,20.8,62.8,6.3,0.13
3,05:15,14.1,83.1,3.6,20.7,64.3,3.8,0.14
